"decision_date","company_ID","external_score_ver01","external_score_ver02","external_score_ver03","age","province","juridical_form","industry_sector","gross_margin_ratio","core_income_ratio","cash_asset_ratio","consolidated_liabilities_ratio","revenues","cr_available","region","geo_area","last_statement_age","days_to_default","target"
"2021-05-11",9132976450,8,2,"D",2,"MI","SR","Distribuzione",0.185185185185185,0.122448979591837,0,0.157407407407407,343,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-07-29",5642571200,8,2,"I",5,"RM","SR","Distribuzione",0.185077519379845,0.00160610319213009,0.0632776395307501,0.30749354005168,4996,"TRUE","Lazio","Centro",1,1498,0
"2022-06-03",212618730,5,2,"D",6,"SA","SU","Distribuzione",-0.0583413693346191,0.0557053009883199,0.0960232783705141,0.256991321118611,2242,"TRUE","Campania","Sud",2,1498,0
"2020-10-22",7360310470,5,1,"O",4,"MB","SR","Altri beni di consumo",0.458454810495627,0.0104506858262573,0.0327683615819209,0.22667638483965,1629,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-10-05",8886211030,4,1,"E",3,"GO","SR","Metallurgia e prodotti in metallo",4.05833333333333,0.0184718723761545,0.0732984293193717,0.166666666666667,1191,"TRUE","Friuli-Venezia Giulia","Nord-est",2,1498,0
"2021-06-01",523509140,5,2,"I",6,"RM","SR","Servizi",1.18041237113402,0.0220517737296261,0.216867469879518,0.641752577319588,1043,"TRUE","Lazio","Centro",2,1498,0
"2022-04-13",8403084250,4,2,"E",6,"FR","SR","Alimentare",0.110709987966306,0.0160652496292635,0.440821256038647,0.262334536702768,4046,"TRUE","Lazio","Centro",2,1498,0
"2021-05-06",5125749720,4,2,"E",18,"RM","SR","Costruzioni e materiali per costruzioni",0.323684210526316,0.0864784546805349,0.166576819407008,0.855263157894737,3373,"TRUE","Lazio","Centro",1,419,1
"2021-07-12",2989274460,6,2,"F",5,"MI","SR","Mezzi di trasporto",0.075,-0.00671140939597315,0.0241545893719807,0.1,167,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2020-07-15",2386040000,7,1,"N",53,"PD","SP","Distribuzione",0.0918603428331055,-0.0595417426464759,0.000947418285172904,0.659795982753181,12763,"TRUE","Veneto","Nord-est",2,1498,0
"2022-03-18",5975873880,5,2,"I",6,"MI","SR","Distribuzione",0.377171215880893,0.0927835051546392,0.0323529411764706,0.672456575682382,1455,"FALSE","Lombardia","Nord-ovest",1,537,1
"2021-07-13",6588396700,5,1,"H",6,"VR","SR","Altri beni di consumo",0.290353390639924,0.068259385665529,0.00591715976331361,0.477554918815664,703,"TRUE","Veneto","Nord-est",2,1498,0
"2021-05-19",8979376690,6,2,"D",3,"FG","SC","Trasporti",0.847457627118644,0,1,0.728813559322034,147,"TRUE","Puglia","Sud",2,1498,0
"2022-04-08",1836922230,6,2,"F",2,"MI","SR","Distribuzione",1.11111111111111,0.146067415730337,0.5,0.666666666666667,89,"FALSE","Lombardia","Nord-ovest",3,1498,0
"2021-07-05",8513113050,7,1,"I",21,"MI","SU","Servizi",0.536,0.0660869565217391,0.49584487534626,0.629333333333333,575,"FALSE","Lombardia","Nord-ovest",2,1498,0
"2021-06-28",9723445700,7,2,"M",5,"BA","SR","Distribuzione",0.597785977859779,0.0505548705302096,0.175031367628607,0.534528202424881,7299,"TRUE","Puglia","Sud",2,219,1
"2021-02-03",3103906470,5,3,"O",6,"KR","SU","Distribuzione",0.480329368709973,0.0254303599374022,0.0921501706484642,0.313815187557182,2556,"TRUE","Calabria","Sud",2,1498,0
"2022-05-18",7899318640,6,2,"H",5,"MI","RS","Costruzioni e materiali per costruzioni",0.37984496124031,0.0619469026548673,0.0166666666666667,0.453488372093023,565,"TRUE","Lombardia","Nord-ovest",2,317,1
"2020-12-22",6134583910,6,1,"F",18,"MO","SR","Distribuzione",0.134328358208955,0.00684931506849315,0,0.0995024875621891,1022,"TRUE","Emilia-Romagna","Nord-est",1,1498,0
"2021-12-07",7226471110,4,2,"E",9,"MI","SR","Costruzioni e materiali per costruzioni",0.488095238095238,0.0373371924746744,0.117861482381531,0.396428571428571,3455,"TRUE","Lombardia","Nord-ovest",1,240,1
"2022-04-04",3237802840,6,2,"E",3,"RM","SR","Costruzioni e materiali per costruzioni",0.180649767940021,0.0757542391543713,0.0276880479926165,0.849339521599429,4626,"TRUE","Lazio","Centro",1,1498,0
"2021-12-22",8351437360,6,1,"F",4,"CT","SC","Agricoltura",0.253424657534247,0.0501945525291829,0.00377358490566038,0.127853881278539,2574,"TRUE","Sicilia","Isole",1,411,1
"2022-05-27",4075003720,6,2,"L",7,"PD","SR","Distribuzione",0.320036501108069,0.0065359477124183,0.0406171699854939,0.0520140789988267,39343,"TRUE","Veneto","Nord-est",2,1498,0
"2022-01-31",5645124400,8,2,"H",13,"AR","SU","Costruzioni e materiali per costruzioni",0.354385964912281,0.0115424973767051,0.419047619047619,0.103508771929825,958,"TRUE","Toscana","Centro",2,1498,0
"2020-11-04",3296085450,7,2,"E",2,"RM","RS","Distribuzione",1.0030303030303,0.096943231441048,0.0175438596491228,0.572727272727273,1145,"FALSE","Lazio","Centro",1,375,1
"2022-02-01",1529735820,5,2,"E",2,"MN","SR","Costruzioni e materiali per costruzioni",0.634860050890585,0.0526711813393529,0.132243684992571,0.310432569974555,1331,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2022-01-14",3486186200,8,1,"G",4,"BO","SR","Servizi",-0.115281501340483,0.5,0.07981220657277,0.199731903485255,44,"TRUE","Emilia-Romagna","Nord-est",2,1498,0
"2020-10-27",8134408640,6,2,"H",1,"MI","SR","Servizi",0.147286821705426,0.0878186968838527,0.0100502512562814,0.112403100775194,353,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2022-03-17",993375780,7,1,"E",4,"MI","RS","Servizi",0.242622950819672,-0.0338345864661654,0.0819672131147541,0.167213114754098,283,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-12-03",9030616790,6,1,"I",16,"MO","SR","Meccanica",0.281733746130031,0.00128589798542649,0.141763727121464,0.46594427244582,4619,"TRUE","Emilia-Romagna","Nord-est",1,1498,0
"2021-10-06",4508618120,7,2,"F",2,"SA","SR","Distribuzione",0.399602385685885,0.00907127429805616,0.200460829493088,0.0874751491053678,2315,"TRUE","Campania","Sud",1,1498,0
"2021-03-17",8065906470,6,2,"H",15,"RM","SR","Servizi",0.797752808988764,0.0483870967741935,0.640625,0.685393258426966,186,"FALSE","Lazio","Centro",2,1498,0
"2021-07-19",5509012530,5,1,"E",3,"MC","SC","Servizi",0.459459459459459,-0.0909090909090909,0.0185185185185185,0.018018018018018,68,"FALSE","Marche","Centro",2,1498,0
"2020-09-22",6817736070,7,1,"E",37,"AT","SR","Chimica di base e intermedi",0.384990328820116,0.0101891315929675,0.00543948572134998,0.304603481624758,15456,"TRUE","Piemonte","Nord-ovest",1,1498,0
"2022-02-02",1012739120,9,3,"C",3,"CE","RS","Alimentare",0.497297297297297,0.0443037974683544,0.0674157303370786,0.2,192,"TRUE","Campania","Sud",3,90,1
"2021-04-20",8126603200,7,2,"D",11,"CT","SC","Costruzioni e materiali per costruzioni",-0.0342205323193916,-1.08928571428571,0.021551724137931,0.0950570342205323,56,"TRUE","Sicilia","Isole",2,747,1
"2022-03-29",5987631360,8,3,"H",4,"AL","RS","Costruzioni e materiali per costruzioni",0.80952380952381,0.0359712230215827,0.142857142857143,0,139,"TRUE","Piemonte","Nord-ovest",2,1498,0
"2022-08-08",979927100,4,2,"G",5,"RM","SP","Utility",0.125652173913043,0.0436772046589018,0.246790615316512,0.204565217391304,9631,"TRUE","Lazio","Centro",1,1498,0
"2020-07-23",7920057310,8,1,"D",2,"MI","SP","Servizi",0.145048814504881,-0.167941585535466,0.0356970574047275,0.0516039051603905,3400,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-03-11",4376650020,5,1,"H",7,"BS","SR","Meccanica",0.0900995285489785,0.0364202545356079,0.179809004092769,0.627553693033002,7386,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2022-03-30",431621760,8,2,"I",7,"TN","SR","Servizi",0.0640713706407137,-0.260135135135135,0.0409090909090909,0.771289537712895,303,"TRUE","Trentino-Alto Adige/Südtirol","Nord-est",2,1498,0
"2022-03-23",8279388100,9,2,"G",4,"TO","SR","Utility",0.0789473684210526,-0.14722536806342,0.0277078085642317,0,883,"TRUE","Piemonte","Nord-ovest",2,477,1
"2020-11-04",2500441960,6,2,"E",9,"RM","SR","Costruzioni e materiali per costruzioni",0.356435643564356,0.0266836086404066,0.118312757201646,0.531683168316832,787,"TRUE","Lazio","Centro",1,825,1
"2020-11-04",7611239420,6,1,"D",16,"VR","SR","Servizi",0.0804733727810651,0.0736434108527132,0.0714285714285714,0.618934911242604,258,"TRUE","Veneto","Nord-est",2,638,1
"2021-04-26",7702047590,3,1,"F",6,"MO","SP","Distribuzione",0.137775345464496,0.0372292008010195,0.0726565034057736,0.434806403064715,10989,"TRUE","Emilia-Romagna","Nord-est",2,1498,0
"2021-05-06",5589528730,7,3,"D",6,"FG","SR","Servizi",0.494438827098079,0.0373134328358209,0.0123456790123457,0.335692618806876,1072,"TRUE","Puglia","Sud",2,362,1
"2022-03-17",9560830530,8,3,"E",3,"PA","SR","Servizi",1.4,-0.283950617283951,0.692307692307692,0,81,"FALSE","Sicilia","Isole",3,1498,0
"2022-05-03",8048857890,4,1,"H",12,"PA","SC","Distribuzione",0.4375,0.0359116022099447,0.300613496932515,0.683333333333333,365,"FALSE","Sicilia","Isole",2,1498,0
"2021-03-11",3115699100,7,2,"D",4,"RE","SR","Costruzioni e materiali per costruzioni",0.432664756446991,0.0516332982086407,0.116030534351145,0.418338108882521,949,"TRUE","Emilia-Romagna","Nord-est",2,1498,0
"2022-02-04",1181323460,6,3,"D",5,"LE","RS","Costruzioni e materiali per costruzioni",0.16600790513834,0.0648648648648649,0.119804400977995,0.349802371541502,555,"TRUE","Puglia","Sud",3,1498,0
"2020-06-12",9815431570,2,1,"H",17,"BG","SP","Utility",0.0565751126026671,0.273225917038053,0.265397775876818,0.870458359092113,7184,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2022-04-12",7588773410,7,1,"F",6,"TN","SR","Metallurgia e prodotti in metallo",0.228053435114504,-0.0224438902743142,0.00453514739229025,0.172709923664122,814,"TRUE","Trentino-Alto Adige/Südtirol","Nord-est",2,1498,0
"2021-07-21",9633914190,8,1,"E",15,"RM","SR","Servizi",0.0879888268156425,-0.0906344410876133,0.0789915966386555,0.166201117318436,995,"TRUE","Lazio","Centro",2,565,1
"2021-08-13",6687173960,8,3,"M",4,"RM","RS","Distribuzione",0.0421052631578947,0.0230769230769231,0,0.217543859649123,130,"TRUE","Lazio","Centro",2,1498,0
"2021-01-15",7459492870,8,3,"H",1,"PI","SR","Trasporti",0.229166666666667,0,0.0555555555555556,0.0208333333333333,64,"FALSE","Toscana","Centro",2,472,1
"2022-02-28",3708089940,6,1,"C",15,"MI","SU","Distribuzione",0.252894033837934,0.00940860215053763,0.240131578947368,0.569902048085485,744,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2020-07-24",4221422660,6,1,"I",7,"RM","SR","Trasporti",0.383153186731271,0.00249500998003992,0.0248801643460397,0.339172568020872,8666,"TRUE","Lazio","Centro",2,928,1
"2021-09-01",7144211970,6,2,"D",2,"VR","RS","Costruzioni e materiali per costruzioni",0.449275362318841,0.116959064327485,0.5,0.434782608695652,173,"FALSE","Veneto","Nord-est",1,1498,0
"2022-03-02",8526489630,6,3,"H",1,"RM","RS","Costruzioni e materiali per costruzioni",0.2,0.065989847715736,0.886075949367089,0.2875,197,"FALSE","Lazio","Centro",2,1498,0
"2022-05-03",6046031690,6,1,"L",3,"TP","SR","Alimentare",0.624472573839662,-0.0102040816326531,0.790697674418605,1,294,"TRUE","Sicilia","Isole",2,1498,0
"2022-01-31",2689932890,5,2,"E",3,"MI","RS","Servizi",0.0333333333333333,0.025,0.0454545454545455,0.6,44,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-04-29",3408715320,7,2,"D",3,"VR","SR","Distribuzione",0.633136094674556,0.14792899408284,0.0588235294117647,0.21301775147929,169,"TRUE","Veneto","Nord-est",2,1498,0
"2021-07-23",8943258600,8,3,"D",4,"KR","SU","Distribuzione",0.0558375634517767,0.041025641025641,0.0289389067524116,0.309644670050761,195,"TRUE","Calabria","Sud",2,1498,0
"2021-07-15",9819541600,5,1,"O",17,"TO","SR","Servizi",0.463414634146341,0.027027027027027,0.147058823529412,0.574912891986063,666,"TRUE","Piemonte","Nord-ovest",2,1498,0
"2022-04-13",5506167220,8,1,"G",15,"GE","SR","Distribuzione",0.0674909840288511,-0.136003956478734,0.0553314121037464,0.134466769706337,2077,"TRUE","Liguria","Nord-ovest",2,1498,0
"2022-03-15",625524660,10,1,"C",28,"LT","SR","Distribuzione",0.0532448906418071,0.004062681369704,0.0250220783043862,0.551093581929007,5210,"TRUE","Lazio","Centro",2,186,1
"2022-02-08",3761150980,9,2,"M",6,"PI","SR","Distribuzione",0.298765432098765,0.0149965916837082,0.412735849056604,0.674074074074074,2958,"TRUE","Toscana","Centro",2,1498,0
"2022-04-21",1407067490,7,3,"H",3,"RM","SR","Distribuzione",0.426229508196721,0.0714285714285714,0.1,0.344262295081967,210,"FALSE","Lazio","Centro",2,1498,0
"2022-05-10",5035920610,6,1,"N",14,"VI","SR","Sistema moda",0.0973597359735974,0.0116144018583043,0.101635514018692,0.578795379537954,1722,"TRUE","Veneto","Nord-est",2,1498,0
"2022-03-29",8397762790,7,2,"F",2,"PI","SR","Mezzi di trasporto",0.237453183520599,0.0278526504941599,0.0766488413547237,0.546067415730337,1807,"TRUE","Toscana","Centro",2,1498,0
"2021-06-01",8126603200,6,2,"C",11,"CT","SC","Costruzioni e materiali per costruzioni",-0.0342205323193916,-1.08928571428571,0.021551724137931,0.0950570342205323,56,"TRUE","Sicilia","Isole",2,705,1
"2021-07-20",5612966900,9,3,"E",3,"FG","RS","Distribuzione",0.105263157894737,0.0588235294117647,0.0666666666666667,0.320574162679426,272,"TRUE","Puglia","Sud",2,1498,0
"2022-04-14",6786938190,10,1,"O",28,"NU","SR","Altri beni di consumo",0.299237780341528,-0.0427689914105695,0,0.401437591670879,1038.5,"TRUE","Sardegna","Isole",2,1498,0
"2021-02-17",6727281680,8,1,"N",7,"VI","SR","Sistema moda",0.727305869485964,0.00189496480779643,0.125316455696203,0.0608822457163689,7697,"TRUE","Veneto","Nord-est",2,1498,0
"2021-02-04",3674291540,5,2,"I",2,"LT","RS","Servizi",3.17741935483871,0.0140845070422535,0.363636363636364,0.129032258064516,426,"TRUE","Lazio","Centro",2,1498,0
"2020-09-04",253767770,5,2,"C",5,"MI","SR","Distribuzione",0.205925206410879,0.067915956842703,0.118944466325325,0.782904322486644,8805,"TRUE","Lombardia","Nord-ovest",1,421,1
"2021-07-06",5834013470,10,3,"A",18,"PC","SR","Elettrotecnica ed elettronica",0.288710320412342,0.0747725007833464,0,0.437391871358209,845,"TRUE","Emilia-Romagna","Nord-est",2,1498,0
"2021-02-17",2954519470,9,3,"H",8,"SS","SR","Costruzioni e materiali per costruzioni",0.155752212389381,0.00822368421052632,0,0.707964601769911,383,"TRUE","Sardegna","Isole",4,1498,0
"2021-03-31",5973327580,6,1,"I",46,"MN","SR","Chimica di base e intermedi",0.108994073962944,0.0161174785100287,0.107147270854789,0.280511589528167,36548,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-01-20",2325002440,6,2,"E",5,"AG","SU","Distribuzione",0.278969957081545,0.0220963172804533,0.0606709493219129,0.555487431023912,1767,"TRUE","Sicilia","Isole",2,1498,0
"2022-02-08",2214957840,6,3,"I",6,"BN","SR","Servizi",0.573363431151242,0.354666666666667,0.341269841269841,0.762979683972912,398,"TRUE","Campania","Sud",2,85,1
"2021-05-17",6392201120,6,1,"E",5,"NO","SR","Costruzioni e materiali per costruzioni",0.510436432637571,0.14792899408284,0.308045977011494,0.326375711574953,678,"TRUE","Piemonte","Nord-ovest",1,1498,0
"2021-10-05",7851690790,10,3,"A",6,"SA","SR","Servizi",0.464636707194417,0.0125934084914631,0,0.416001808268284,410,"TRUE","Campania","Sud",2,1498,0
"2021-03-18",8839968070,8,3,"D",3,"SS","SR","Servizi",0.0887096774193548,0.144654088050314,0.0141242937853107,0.196236559139785,159,"TRUE","Sardegna","Isole",2,1498,0
"2021-03-25",3249454570,5,2,"D",4,"LC","SR","Distribuzione",0.542635658914729,0.186619718309859,0.145454545454545,0.790697674418605,284,"FALSE","Lombardia","Nord-ovest",2,1498,0
"2021-10-01",7502852670,4,1,"I",26,"BA","SR","Distribuzione",0.465364120781528,0.0409175449473032,0.0299625468164794,0.323268206039076,1613,"TRUE","Puglia","Sud",2,1498,0
"2021-05-04",2408873380,6,2,"D",3,"CO","SR","Distribuzione",0.415458937198068,0.16547192353644,0.0965250965250965,0.432367149758454,1674,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-06-03",2833263400,6,3,"F",12,"CE","SR","Costruzioni e materiali per costruzioni",0.306901615271659,0.0774193548387097,0.0168067226890756,0.65345080763583,499,"TRUE","Campania","Sud",2,1498,0
"2021-02-19",2599372280,6,2,"B",4,"MB","SR","Distribuzione",0.13389378716424,0.045208412038786,0.0067524115755627,0.761328685667419,7941,"TRUE","Lombardia","Nord-ovest",3,694,1
"2021-09-29",8664375820,7,1,"C",6,"VB","SR","Altri beni di consumo",0.163745387453875,0.0137781000725163,0.404968944099379,0.467250922509225,1388,"TRUE","Piemonte","Nord-ovest",1,1498,0
"2021-03-17",4459223120,6,3,"M",3,"SA","RS","Distribuzione",0.558558558558559,0.159090909090909,0.364583333333333,0.702702702702703,220,"TRUE","Campania","Sud",2,1498,0
"2021-07-21",5265778030,7,1,"F",12,"BG","SR","Servizi",0.6,0.0327380952380952,0.00355871886120996,0.636065573770492,336,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-09-21",6897440800,5,2,"H",1,"CN","SR","Costruzioni e materiali per costruzioni",0.4375,0.0425963488843813,0.0501792114695341,0.0763888888888889,493,"FALSE","Piemonte","Nord-ovest",1,1498,0
"2021-05-31",7522072450,5,1,"I",6,"AP","SR","Chimica di base e intermedi",0.141739980449658,0.0077437521999296,0.096514745308311,0.246823069403715,2841,"TRUE","Marche","Centro",2,1498,0
"2021-11-22",4399753960,6,1,"N",8,"BO","SR","Metallurgia e prodotti in metallo",0.351437699680511,0.0627962085308057,0.0192307692307692,0.865814696485623,844,"TRUE","Emilia-Romagna","Nord-est",1,307,1
"2021-06-19",3098729300,5,2,"H",7,"RM","SR","Servizi",0.294117647058824,0.0241545893719807,0.43956043956044,0.15546218487395,414,"TRUE","Lazio","Centro",2,1498,0
"2022-04-19",267567320,5,2,"E",13,"RM","SR","Costruzioni e materiali per costruzioni",0.713450292397661,0.10958904109589,0.639455782312925,0.660818713450292,148,"TRUE","Lazio","Centro",2,1498,0
"2021-11-25",8624213390,6,1,"E",9,"MI","SR","Metallurgia e prodotti in metallo",0.302868254739912,0.0247000705716302,0.0050035739814153,0.264948954788527,1481,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-08-31",7872024370,8,2,"I",3,"RM","RS","Distribuzione",0.217391304347826,0.179487179487179,0.691176470588235,0.91304347826087,81,"FALSE","Lazio","Centro",1,1498,0
"2022-02-14",5390087790,10,3,"B",16,"ME","SU","Costruzioni e materiali per costruzioni",0.457290586725803,0.0688915656160738,0,0.369088503259972,584,"TRUE","Sicilia","Isole",2,1498,0
"2022-01-14",3517979090,9,2,"B",5,"VR","SR","Metallurgia e prodotti in metallo",0.310387984981227,0.0389926888708367,0.0991658943466172,0.448685857321652,1577,"TRUE","Veneto","Nord-est",2,453,1
"2021-06-28",1430915360,7,2,"C",18,"CH","SR","Costruzioni e materiali per costruzioni",0.0935919055649241,0.012417823228634,0.000514668039114771,0.63575042158516,1369,"TRUE","Abruzzo","Sud",1,1498,0
"2022-02-03",6127786210,9,2,"I",15,"FI","SR","Distribuzione",0.0679124886052871,-0.186023622047244,0.0627062706270627,0.531905195989061,1161,"TRUE","Toscana","Centro",2,1498,0
"2021-03-26",9311521510,4,2,"L",11,"RM","SR","Servizi",1.23456790123457,0.0189274447949527,0.434782608695652,0.728395061728395,317,"TRUE","Lazio","Centro",2,1498,0
"2021-11-26",4299658670,7,1,"E",7,"MI","SR","Servizi",0.0837297811607992,0.145214521452145,0.0457142857142857,0.725975261655566,303,"FALSE","Lombardia","Nord-ovest",1,1498,0
"2022-04-28",9231367780,6,3,"I",7,"BN","RS","Costruzioni e materiali per costruzioni",0.324742268041237,0.0638297872340425,0.329341317365269,0.56701030927835,142,"TRUE","Campania","Sud",2,1498,0
"2022-02-25",9666845630,5,1,"N",5,"VE","SR","Servizi",0.345549738219895,0.0253968253968254,0.169491525423729,0.418848167539267,316,"TRUE","Veneto","Nord-est",2,1498,0
"2022-05-13",3686488470,6,1,"H",6,"VI","SP","Servizi",0.185450208706023,0.0244941427050053,0.0143329658213892,0.688729874776386,939,"TRUE","Veneto","Nord-est",2,1498,0
"2021-10-12",7764872040,7,1,"C",29,"RG","SR","Distribuzione",0.0695551257253385,0.0563702151971053,0.0235820895522388,0.558684719535783,5593,"TRUE","Sicilia","Isole",1,1498,0
"2020-09-04",8361948480,5,2,"O",7,"UD","SR","Distribuzione",0.063573883161512,0.0242872228088701,0.237924865831843,0.479381443298969,947,"TRUE","Friuli-Venezia Giulia","Nord-est",1,1498,0
"2022-01-13",3247285880,7,2,"D",5,"VT","SR","Largo consumo / attività ricreativo-culturali",0.663265306122449,0.267326732673267,0.385714285714286,0.76530612244898,202,"FALSE","Lazio","Centro",2,1498,0
"2021-01-29",501661480,5,1,"E",3,"TV","SR","Costruzioni e materiali per costruzioni",0.483588621444201,0.0306878306878307,0.0306603773584906,0.415754923413567,945,"TRUE","Veneto","Nord-est",2,1498,0
"2022-05-03",776024120,6,2,"O",4,"RA","RS","Costruzioni e materiali per costruzioni",0.333333333333333,0.211320754716981,0.374301675977654,0.633879781420765,270,"TRUE","Emilia-Romagna","Nord-est",2,1498,0
"2021-04-13",6714371430,6,3,"H",4,"ME","RS","Servizi",1.88709677419355,0.0868055555555556,1,0.870967741935484,288,"TRUE","Sicilia","Isole",2,1498,0
"2021-06-22",545093450,8,1,"E",14,"BA","SR","Servizi",0.709406200735681,0.0308416100365917,0.210928961748634,0.583815028901734,1913,"TRUE","Puglia","Sud",2,1498,0
"2020-09-16",428385630,3,1,"D",32,"BI","SR","Servizi",0.422492401215805,0.0476190476190476,0.694078947368421,0.56838905775076,294,"TRUE","Piemonte","Nord-ovest",2,1498,0
"2022-02-04",3178835820,10,2,"H",1,"CR","SR","Trasporti",0.481464142837938,0.0214629507689967,0,0.340040715519577,986.5,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2021-03-17",8730839830,5,1,"H",10,"RM","SR","Distribuzione",0.135042735042735,0.0199692780337942,0.0336787564766839,0.623931623931624,651,"TRUE","Lazio","Centro",2,1498,0
"2021-03-28",8262922790,8,2,"E",9,"CO","SR","Distribuzione",0.2048,0.0102354145342886,0.00369685767097967,0.3312,977,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2022-02-23",4469766820,6,3,"F",2,"SA","SR","Servizi",1.08088235294118,0.487012987012987,0.340740740740741,0.801470588235294,156,"FALSE","Campania","Sud",2,1498,0
"2020-11-13",8896102820,6,1,"E",3,"CZ","SR","Servizi",0.0453187250996016,0.14957264957265,0.274353876739563,0.577689243027888,234,"TRUE","Calabria","Sud",2,1498,0
"2021-11-11",2350591520,6,2,"I",12,"RM","SR","Costruzioni e materiali per costruzioni",0.599206349206349,0.0473186119873817,0.0593220338983051,0.567460317460317,317,"TRUE","Lazio","Centro",2,1498,0
"2022-03-02",2908431990,5,1,"D",14,"TP","SR","Alimentare",0.122899754578063,0.0289855072463768,0.0407582938388626,0.810836322446668,2130,"TRUE","Sicilia","Isole",2,1498,0
"2021-04-22",2730741220,9,2,"D",1,"MI","SR","Trasporti",0.392,0.028735632183908,0.2004662004662,0.3744,724,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-10-21",4205293200,7,2,"F",8,"SS","SU","Chimica di base e intermedi",0.383790226460071,0.062015503875969,0.043656207366985,0.707985697258641,941,"TRUE","Sardegna","Isole",2,1498,0
"2021-05-28",9086466960,6,2,"L",4,"BI","RS","Distribuzione",0.317073170731707,0.0612244897959184,0.318181818181818,0.146341463414634,49,"FALSE","Piemonte","Nord-ovest",2,1498,0
"2021-08-19",8298571800,6,2,"E",14,"AV","SR","Sistema moda",0.093859649122807,0.00946142649199418,0.027002700270027,0.264035087719298,1729,"TRUE","Campania","Sud",2,1498,0
"2021-05-27",2453306870,10,3,"B",18,"MI","SR","Trasporti",0.481464142837938,0.0214629507689967,0,0.340040715519577,986.5,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2022-03-21",9253384660,8,3,"H",2,"BT","SR","Distribuzione",0.199524940617577,0.260053619302949,0.0454545454545455,0.140142517814727,380,"TRUE","Puglia","Sud",2,1498,0
"2021-10-14",2694195170,6,3,"E",6,"TA","SR","Servizi",0.632075471698113,0.0450819672131148,0,0.160377358490566,244,"TRUE","Puglia","Sud",2,570,1
"2022-01-18",5545155460,5,3,"N",4,"SA","SR","Servizi",0.294117647058824,0.0298507462686567,0.294117647058824,0.0367647058823529,134,"TRUE","Campania","Sud",2,1498,0
"2022-07-01",4885738370,3,1,"O",23,"BG","SR","Costruzioni e materiali per costruzioni",0.710667316122747,0.155019835215136,0.36697247706422,0.546030199707745,3277,"TRUE","Lombardia","Nord-ovest",1,1498,0
"2021-03-30",6557090500,4,1,"H",28,"PA","SR","Alimentare",0.225933202357564,0.102277610657499,0.11376404494382,0.390176817288802,2291,"TRUE","Sicilia","Isole",2,1498,0
"2021-08-24",4281773960,7,2,"D",7,"VR","SR","Distribuzione",0.196428571428571,0.0462962962962963,0,0.371428571428571,108,"TRUE","Veneto","Nord-est",3,162,1
"2020-12-11",283781890,8,1,"C",7,"PD","SR","Costruzioni e materiali per costruzioni",0.382877526753864,0.0263504611330698,0.162729658792651,0.136741973840666,1522,"TRUE","Veneto","Nord-est",2,1498,0
"2021-10-12",4996731800,6,2,"N",20,"RM","SR","Distribuzione",0.290697674418605,0.113636363636364,0.105263157894737,0.732558139534884,44,"TRUE","Lazio","Centro",3,1498,0
"2022-02-16",6351777860,7,2,"M",5,"RM","SP","Distribuzione",0.31404174573055,0.102064220183486,0.0627615062761506,0.352941176470588,896,"TRUE","Lazio","Centro",2,1498,0
"2022-03-01",1060502160,8,3,"G",8,"PA","SR","Distribuzione",0.143459915611814,0.0648854961832061,0.196261682242991,0.607594936708861,271,"TRUE","Sicilia","Isole",2,1498,0
"2021-07-08",5214452870,7,1,"D",4,"MI","SR","Servizi",0.43206106870229,0.0303030303030303,0.0919881305637982,0.261068702290076,759,"TRUE","Lombardia","Nord-ovest",2,1498,0
"2022-01-18",7730805720,8,2,"D",7,"LT","SR","Distribuzione",0.246808510638298,0.0503000857387825,0.00749625187406297,0.618844984802432,3499,"TRUE","Lazio","Centro",2,383,1
"2021-01-11",9982868660,5,3,"E",2,"CH","SR","Servizi",0.0103092783505155,-0.0198019801980198,0.547619047619048,0.54639175257732,101,"FALSE","Abruzzo","Sud",2,1498,0
"2021-11-19",3321807680,6,3,"D",5,"TE","RS","Servizi",0.195505617977528,0.13854351687389,0.161904761904762,0.749812734082397,632,"TRUE","Abruzzo","Sud",2,1498,0
"2021-11-06",9569502960,7,1,"D",6,"BO","SR","Servizi",0.305066079295154,0.00432900432900433,0.0625,0.622246696035242,476,"TRUE","Emilia-Romagna","Nord-est",1,1498,0
